#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-29T21:46:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5400f3a61a6e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/167/40&tab:{J/ApJS/167/40/catalog}&key:source=J/ApJS/167/40/catalog&HTTPPRM:&&-ref=VIZ5400f3a61a6e&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/167/40/catalog
#-order=I
#-out=S
#S=wd
#-out=SpClass
#-out=WD
#-out=SDSS
#-out=pm
#-out=pmPA
#-out=umag
#-out=gmag
#-out=rmag
#-out=imag
#-out=zmag
#-out=Teff
#Sloan=SDSS
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_21670040
#Name: J/ApJS/167/40
#Title: SDSS4 confirmed white dwarfs catalog (Eisenstein+, 2006)
#Table	J_ApJS_167_40_catalog:
#Name: J/ApJS/167/40/catalog
#Title: SDSS DR4 white dwarfs and hot subdwarfs {\em(tables 1 and 1c of catalog)}
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	S	(A2)	{\bf wd} for white dwarfs, or {\bf sd} for subdwarfs	[ucd=src.class]
#Column	SpClass	(a12)	Spectral Classification	[ucd=spect.index]
#Column	WD	(a10)	McCook & Sion (1999, see Cat. III/235) WD catalog ID (as of 2005 August)	[ucd=meta.id]
#Column	SDSS	(a19)	The IAU name, JHHMMSS.ss+DDMMSS.s \linkRole{SDSS-DR4 photometric data} (3)	[ucd=meta.id;meta.main]
#Column	pm	(F7.1)	? Proper motion	[ucd=pos.pm]
#Column	pmPA	(F5.1)	? Proper-motion position angle, where 0 = north, 90 = east, etc	[ucd=pos.pm;pos.posAng]
#Column	umag	(F6.3)	? SDSS u-band PSF as observed magnitude	[ucd=phot.mag;em.opt.U]
#Column	gmag	(F6.3)	? SDSS g-band PSF as observed magnitude	[ucd=phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band PSF as observed magnitude	[ucd=phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	Teff	(I6)	Autofit temperature	[ucd=phys.temperature]
#Column	RAJ2000	(F10.6)	Decimal degree right ascension (J2000) (4)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Decimal degree declination (J2000) (4)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	S	SpClass	WD	SDSS	pm	pmPA	umag	gmag	rmag	imag	zmag	Teff	RAJ2000	DEJ2000
166.939131	+65.289466	wd	DA          	1104+655  	J110745.39+651722.0	   34.3	217.2	20.655	20.441	20.363	20.403	20.745	  9456	166.939131	+65.289466
166.944907	+61.099344	wd	DA_auto     	          	J110746.77+610557.6	   20.0	132.2	19.720	19.457	19.807	20.068	20.471	 16211	166.944907	+61.099344
166.956497	+52.780837	wd	DA_auto     	          	J110749.55+524651.0	   14.4	295.8	19.019	18.537	18.364	18.321	18.286	  7565	166.956497	+52.780837
166.958953	+05.099751	wd	DA+M        	          	J110750.14+050559.1	   13.7	239.8	17.434	17.257	17.418	17.173	16.728	 19259	166.958953	+05.099751
166.962706	+52.781423	wd	DA:         	          	J110751.04+524653.1	   16.7	297.6	19.396	18.797	18.561	18.469	18.483	  7117	166.962706	+52.781423
166.976128	+41.816587	wd	DA_auto     	          	J110754.27+414859.7	   62.3	197.2	19.029	18.675	18.696	18.762	18.870	  9070	166.976128	+41.816587
167.011913	+06.359194	wd	DA_auto     	          	J110802.85+062133.0	   43.8	301.1	19.648	19.417	19.701	19.973	20.284	 16617	167.011913	+06.359194
167.018039	+64.208907	wd	DA_auto     	          	J110804.32+641232.0	   13.0	187.8	20.049	19.569	19.430	19.498	19.438	  8292	167.018039	+64.208907
167.022328	+65.369846	wd	DA+M        	1104+656  	J110805.35+652211.4	    7.8	189.5	18.563	18.484	18.806	18.746	18.518	 19452	167.022328	+65.369846
167.045640	+62.220509	wd	DA_auto     	          	J110810.95+621313.8	   57.0	267.5	18.933	18.472	18.653	18.840	19.042	 11759	167.045640	+62.220509
167.075245	+53.552126	wd	DA+M        	          	J110818.05+533307.6	   11.4	 39.3	18.365	18.051	18.184	17.917	17.411	 13812	167.075245	+53.552126
167.099464	+07.327766	wd	DA_auto     	          	J110823.87+071939.9	   57.4	128.4	19.342	18.872	19.049	19.227	19.516	 11986	167.099464	+07.327766
167.110322	+09.455986	wd	DA          	          	J110826.47+092721.5	   22.0	259.9	18.014	18.333	18.625	18.462	18.125	 11873	167.110322	+09.455986
167.118431	+12.640672	wd	DA_auto     	          	J110828.42+123826.4	   35.4	235.3	19.406	18.947	18.884	18.886	18.946	  8262	167.118431	+12.640672
167.144200	+62.895389	wd	DA_auto     	          	J110834.60+625343.3	   13.2	344.4	19.217	18.801	18.915	19.123	19.437	 10728	167.144200	+62.895389
167.144966	+57.900951	wd	DBA         	          	J110834.79+575403.4	   30.1	236.7	17.297	17.417	17.711	17.935	18.185	 16327	167.144966	+57.900951
167.169485	+06.646350	wd	DA_auto     	          	J110840.67+063846.8	   60.5	232.9	17.502	17.276	17.613	17.846	18.127	 16716	167.169485	+06.646350
167.181187	+60.390472	wd	DA_auto     	          	J110843.48+602325.7	   41.6	194.2	18.928	18.464	18.539	18.581	18.776	  9705	167.181187	+60.390472
167.181565	+11.921071	wd	DA+M        	          	J110843.57+115515.8	   19.0	111.8	17.130	17.469	17.842	17.849	17.622	 38298	167.181565	+11.921071
167.183894	+08.027583	wd	DA_auto     	          	J110844.13+080139.2	       	     	16.625	16.171	16.087	16.060	16.117	  7966	167.183894	+08.027583
167.251064	+01.422262	wd	DA_auto     	          	J110900.25+012520.1	   23.6	265.6	19.584	19.195	19.172	19.221	19.537	  8924	167.251064	+01.422262
167.281657	+45.039827	wd	DA_auto     	          	J110907.59+450223.3	  140.0	248.6	19.504	18.972	18.626	18.601	18.648	  7444	167.281657	+45.039827
167.283390	+60.886230	wd	DA_auto     	          	J110908.01+605310.4	   10.0	143.7	20.346	19.978	20.326	20.436	20.328	 13938	167.283390	+60.886230
167.283752	+50.252771	wd	DC          	          	J110908.10+501509.9	   38.1	228.8	18.931	18.706	18.765	18.863	18.981	 10131	167.283752	+50.252771
167.371987	+44.049100	wd	DA_auto     	          	J110929.27+440256.7	   21.4	277.0	18.198	18.366	18.867	19.178	19.478	 28849	167.371987	+44.049100
167.422081	+55.207874	wd	DA_auto     	          	J110941.29+551228.3	  214.0	153.0	17.799	17.256	17.096	17.037	17.065	  7696	167.422081	+55.207874
167.436616	+04.680425	wd	DA_auto     	          	J110944.78+044049.5	  127.8	233.0	19.517	18.922	18.729	18.702	18.718	  7529	167.436616	+04.680425
167.452977	+41.194061	wd	DA_auto     	          	J110948.71+411138.6	    8.9	313.9	19.284	18.954	19.133	19.331	19.471	 16015	167.452977	+41.194061
167.480363	+05.289108	wd	DC:+M       	          	J110955.28+051720.7	       	     	20.737	19.023	17.972	17.147	16.637	  6300	167.480363	+05.289108
167.504984	+06.594114	wd	DC          	          	J111001.19+063538.8	   23.6	239.2	18.973	19.118	19.440	19.810	19.971	 13541	167.504984	+06.594114
167.506301	+64.646919	wd	DA_auto     	          	J111001.51+643848.9	   22.1	113.0	18.543	18.289	18.561	18.790	18.994	 15575	167.506301	+64.646919
167.517748	+40.314808	wd	DA_auto     	          	J111004.25+401853.3	   50.0	268.7	18.192	18.039	18.374	18.624	18.906	 17672	167.517748	+40.314808
167.531716	+01.178180	wd	DC          	1107+014  	J111007.61+011041.4	  374.9	292.0	18.217	17.648	17.427	17.381	17.427	  6318	167.531716	+01.178180
167.543766	+60.028177	wd	DAH         	          	J111010.50+600141.4	   50.4	238.7	17.676	17.968	18.430	18.724	19.020	 36522	167.543766	+60.028177
167.595864	+59.376125	wd	DB          	          	J111023.00+592234.0	   39.2	299.4	18.670	18.694	18.912	19.134	19.366	 13447	167.595864	+59.376125
167.606578	+45.564556	wd	DA_auto     	          	J111025.57+453352.4	   51.1	140.8	18.787	18.383	18.450	18.630	18.851	 10467	167.606578	+45.564556
167.619613	-00.562079	wd	DA          	          	J111028.70-003343.4	   68.0	272.8	19.024	18.606	18.654	18.726	18.863	  9560	167.619613	-00.562079
167.619613	-00.562079	wd	DA          	          	J111028.70-003343.4	   68.0	272.8	19.024	18.606	18.654	18.726	18.863	  9598	167.619613	-00.562079
167.697989	+00.905926	wd	DA          	1108+011  	J111047.51+005421.3	  207.5	284.0	17.885	17.446	17.471	17.512	17.617	  8968	167.697989	+00.905926
167.697989	+00.905926	wd	DA          	1108+011  	J111047.51+005421.3	  207.5	284.0	17.885	17.446	17.471	17.512	17.617	  8962	167.697989	+00.905926
167.705992	+40.203100	wd	DA_auto     	          	J111049.43+401211.1	   20.0	211.4	18.832	18.432	18.665	18.876	19.110	 13355	167.705992	+40.203100
167.778176	+62.233699	wd	DA_auto     	          	J111106.76+621401.3	   36.3	310.3	20.472	20.043	19.903	19.793	19.822	  7703	167.778176	+62.233699
167.781125	+56.077060	wd	DA_auto     	1108+563  	J111107.46+560437.4	  212.9	143.0	17.304	16.729	16.893	16.940	17.079	  9088	167.781125	+56.077060
167.865628	+62.438341	wd	DA_auto     	          	J111127.75+622618.0	   43.4	240.6	18.836	18.692	19.033	19.288	19.557	 18933	167.865628	+62.438341
167.915148	+53.797793	wd	DA_auto     	1108+540  	J111139.63+534752.0	   18.9	 22.6	17.212	17.517	18.047	18.400	18.692	 36601	167.915148	+53.797793
167.921212	+61.848851	wd	DA_auto     	          	J111141.09+615055.8	    7.1	104.2	19.150	18.797	19.080	19.270	19.228	 13703	167.921212	+61.848851
167.923356	+64.910960	wd	DA_auto     	          	J111141.60+645439.4	    8.7	274.3	19.714	19.856	20.190	20.441	20.755	 21999	167.923356	+64.910960
167.961694	+66.626722	wd	DA          	1108+668  	J111150.80+663736.1	       	     	20.270	20.073	20.370	20.674	21.172	 18591	167.961694	+66.626722
167.988810	+06.174284	wd	DB          	          	J111157.31+061027.4	    6.9	 63.2	19.619	19.719	19.950	20.212	20.304	 16661	167.988810	+06.174284
168.062754	+07.014558	wd	DZ          	          	J111215.06+070052.4	   68.5	168.9	20.139	19.270	19.246	19.337	19.421	 10088	168.062754	+07.014558
168.125557	+00.500723	wd	DA          	1109+007  	J111230.13+003002.6	   54.5	214.7	18.686	18.278	18.330	18.427	18.515	  9724	168.125557	+00.500723
168.187792	+10.014422	wd	DA_auto     	          	J111245.07+100051.9	   40.0	270.6	18.651	18.183	18.186	18.270	18.437	  9114	168.187792	+10.014422
168.205269	+10.211862	wd	DA_auto     	          	J111249.26+101242.7	   44.2	277.1	18.676	18.264	18.262	18.282	18.377	  8908	168.205269	+10.211862
168.252860	+64.986455	wd	DA_auto     	          	J111300.68+645911.2	   40.9	236.6	19.809	19.320	19.430	19.533	19.672	 10024	168.252860	+64.986455
168.261287	+49.844399	wd	DA_auto     	          	J111302.70+495039.8	  115.3	153.2	19.580	19.061	18.829	18.774	18.818	  7658	168.261287	+49.844399
168.282044	+59.895050	wd	DA_auto     	          	J111307.69+595342.1	   22.6	249.1	19.703	19.376	19.644	19.903	20.352	 14789	168.282044	+59.895050
168.468685	+02.586488	wd	DA_auto     	          	J111352.48+023511.3	    3.3	235.2	19.050	19.112	19.535	19.801	20.345	 24963	168.468685	+02.586488
168.503804	+45.306421	wd	DA+M        	          	J111400.91+451823.1	    3.3	  8.0	19.591	19.185	19.184	18.779	18.272	  8431	168.503804	+45.306421
168.528057	+60.327582	wd	DA_auto     	          	J111406.73+601939.2	    4.3	140.6	19.712	19.282	19.601	19.779	19.938	 13501	168.528057	+60.327582
168.634017	+63.154010	wd	DC:         	          	J111432.16+630914.4	   69.1	314.5	20.620	20.417	20.500	20.661	20.844	 10422	168.634017	+63.154010
168.653482	+54.024695	wd	DA_auto     	          	J111436.83+540128.9	   30.2	197.4	18.589	18.149	18.246	18.327	18.487	  9263	168.653482	+54.024695
168.727701	+64.655583	wd	DA_auto     	          	J111454.64+643920.0	       	     	19.789	19.321	19.438	19.607	19.712	 11198	168.727701	+64.655583
168.749691	+09.403100	wd	DA+M        	          	J111459.92+092411.1	   85.8	280.0	19.682	19.041	18.959	18.380	17.830	  7026	168.749691	+09.403100
168.768284	+59.585273	wd	DA_auto     	          	J111504.38+593506.9	   13.7	269.2	20.155	19.758	19.647	19.679	19.861	  8428	168.768284	+59.585273
168.768776	+01.534334	wd	DC          	          	J111504.50+013203.6	   81.7	101.1	19.798	19.322	19.148	19.152	19.320	  7037	168.768776	+01.534334
168.789620	+02.008063	wd	DA_auto     	          	J111509.50+020029.0	   12.3	215.3	16.925	17.101	17.561	17.853	18.154	 28653	168.789620	+02.008063
168.863837	+02.772781	wd	DA_auto     	          	J111527.32+024622.0	    5.0	 87.4	18.912	18.986	19.349	19.649	20.023	 27273	168.863837	+02.772781
168.869791	+57.023719	wd	DA_auto     	1112+572  	J111528.74+570125.3	   22.4	 21.9	16.552	16.745	17.107	17.428	17.725	 24621	168.869791	+57.023719
168.875025	+66.716889	wd	DA+M        	1112+669  	J111530.00+664300.8	   70.8	263.6	18.179	17.675	17.717	17.295	16.657	  9207	168.875025	+66.716889
168.907239	+42.198311	wd	DA_auto     	          	J111537.73+421153.9	   13.1	188.9	20.286	20.079	20.430	20.709	20.767	 17797	168.907239	+42.198311
168.950487	+66.386456	wd	DA          	1112+666  	J111548.11+662311.2	   19.5	155.3	19.308	18.906	18.865	18.895	19.034	  8548	168.950487	+66.386456
168.963066	+06.386028	wd	DA_auto     	          	J111551.13+062309.6	   21.9	178.9	19.193	19.175	19.481	19.798	20.279	 23098	168.963066	+06.386028
169.015745	+49.728851	wd	DA_auto     	          	J111603.77+494343.8	   29.5	174.9	16.997	17.434	17.932	18.247	18.621	 43941	169.015745	+49.728851
169.056445	+60.539705	wd	DA_auto     	          	J111613.54+603222.9	   23.5	 28.3	19.118	18.657	18.578	18.616	18.758	  8413	169.056445	+60.539705
169.060337	+53.955796	wd	DA+M        	          	J111614.48+535720.8	   80.0	300.3	18.645	18.217	18.427	18.319	17.853	 12263	169.060337	+53.955796
169.100955	+60.013532	wd	DA_auto     	          	J111624.22+600048.7	   35.6	229.6	19.359	19.120	19.463	19.691	20.012	 16755	169.100955	+60.013532
169.123187	+55.127861	wd	DA_auto     	1113+554.1	J111629.56+550740.2	    2.5	 35.2	17.835	17.888	18.290	18.633	18.902	 26006	169.123187	+55.127861
169.123965	+06.003987	wd	DA_auto     	          	J111629.75+060014.3	   72.3	205.4	19.276	18.736	18.754	18.800	18.836	  9477	169.123965	+06.003987
169.145351	+02.393930	wd	DA+M        	          	J111634.88+022338.1	    1.6	351.4	19.092	18.731	18.917	18.831	18.444	 10599	169.145351	+02.393930
169.203559	+55.661373	wd	DC:         	          	J111648.85+553940.9	  129.6	276.1	19.240	18.951	18.882	18.895	19.054	 10090	169.203559	+55.661373
169.229329	+06.010902	wd	DA_auto     	          	J111655.03+060039.2	  122.5	253.1	19.309	18.905	18.863	18.883	18.973	  8747	169.229329	+06.010902
169.258196	+00.056385	wd	DA          	1114+003  	J111701.96+000322.9	    4.2	352.1	18.859	18.803	19.176	19.432	19.652	 20630	169.258196	+00.056385
169.258196	+00.056385	wd	DA          	1114+003  	J111701.96+000322.9	    4.2	352.1	18.859	18.803	19.176	19.432	19.652	 20160	169.258196	+00.056385
169.353801	+63.001208	wd	DA_auto     	          	J111724.91+630004.3	       	     	20.068	20.060	20.363	20.739	20.818	 20513	169.353801	+63.001208
169.389874	+05.700342	wd	DA_auto     	          	J111733.56+054201.2	    6.5	162.9	18.856	18.824	19.210	19.559	19.818	 23751	169.389874	+05.700342
169.396315	+01.494453	wd	DA+M        	          	J111735.11+012940.0	   60.7	325.8	18.165	17.727	17.643	17.203	16.509	  8014	169.396315	+01.494453
169.432209	+42.575444	wd	DA_auto     	          	J111743.73+423431.5	   32.8	276.4	19.910	19.505	19.624	19.836	19.999	 11659	169.432209	+42.575444
169.486752	+05.622334	wd	DA_auto     	          	J111756.82+053720.4	   45.4	193.1	19.408	18.955	18.925	18.993	19.087	  8841	169.486752	+05.622334
169.552820	+09.878162	wd	DA_H:       	          	J111812.67+095241.3	    4.3	182.3	19.169	18.750	18.854	19.041	19.188	 14524	169.552820	+09.878162
169.568322	+04.035207	wd	DA_auto     	          	J111816.39+040206.7	  133.3	150.7	18.119	17.654	17.666	17.713	17.876	  9129	169.568322	+04.035207
169.606047	+57.321939	wd	DA_auto     	          	J111825.45+571918.9	   10.2	310.7	19.351	18.934	18.808	18.831	18.968	  8439	169.606047	+57.321939
169.667627	+60.675726	wd	DA_auto     	          	J111840.23+604032.6	   22.0	238.3	19.877	19.524	19.802	20.104	20.157	 14217	169.667627	+60.675726
169.672898	+65.099117	wd	DA_auto     	          	J111841.49+650556.8	    9.9	336.5	18.473	18.441	18.806	19.116	19.407	 20144	169.672898	+65.099117
169.685065	+04.554646	wd	DA_auto     	          	J111844.41+043316.7	    8.0	317.0	19.717	19.212	19.405	19.635	20.012	 13827	169.685065	+04.554646
169.873588	+08.124333	wd	DA_auto     	          	J111929.66+080727.6	   42.3	143.8	19.594	19.173	19.381	19.534	19.569	 11787	169.873588	+08.124333
169.905231	+64.859325	wd	DA          	1116+651  	J111937.25+645133.5	   27.6	142.1	19.661	19.159	19.288	19.404	19.505	 10102	169.905231	+64.859325
169.910998	+47.140832	wd	DA_auto     	          	J111938.63+470826.9	   41.8	303.0	18.121	17.627	17.578	17.585	17.659	  8195	169.910998	+47.140832
169.944170	+06.089872	wd	DA_auto     	          	J111946.60+060523.5	    7.8	164.0	19.079	18.652	18.691	18.758	18.890	  9567	169.944170	+06.089872
169.946149	+64.182219	wd	DA          	1116+644  	J111947.07+641055.9	       	     	19.362	19.039	19.290	19.522	19.630	 14630	169.946149	+64.182219
169.955661	+09.368317	wd	DA_auto     	          	J111949.35+092205.9	   20.1	223.0	17.723	17.962	18.400	18.772	19.067	 38240	169.955661	+09.368317
169.960842	+06.315516	wd	DA_auto     	          	J111950.60+061855.8	   33.2	261.8	18.403	17.925	18.054	18.238	18.431	 11845	169.960842	+06.315516
169.966492	+41.117511	wd	DA_auto     	          	J111951.95+410703.0	       	     	20.751	20.343	20.352	20.466	20.466	  9368	169.966492	+41.117511
170.015614	+40.694305	wd	DA_auto     	          	J112003.74+404139.4	   12.0	321.7	19.999	19.564	19.807	20.018	20.207	 13404	170.015614	+40.694305
170.016653	-00.389734	wd	DA          	          	J112003.99-002323.0	       	     	20.631	20.243	20.367	20.645	21.255	 12834	170.016653	-00.389734
170.083539	+09.300023	wd	DA_auto     	          	J112020.04+091800.0	   32.5	296.5	18.712	18.850	19.249	19.569	19.894	 24889	170.083539	+09.300023
170.091739	+63.910420	wd	DA          	1117+641  	J112022.01+635437.5	   45.4	275.7	19.744	19.264	19.132	19.105	19.223	  7682	170.091739	+63.910420
170.091739	+63.910420	wd	DA          	1117+641  	J112022.01+635437.5	   45.4	275.7	19.744	19.264	19.132	19.105	19.223	  7743	170.091739	+63.910420
170.137058	+06.651182	wd	DA_auto     	          	J112032.89+063904.2	   27.9	308.4	18.965	18.788	19.029	19.277	19.540	 20064	170.137058	+06.651182
170.137396	+01.338781	wd	DA_auto     	          	J112032.97+012019.6	   29.6	265.8	19.640	19.257	19.209	19.244	19.339	  8458	170.137396	+01.338781
170.271847	+64.726711	wd	DA          	1118+650  	J112105.24+644336.1	    3.5	 19.9	18.659	18.674	19.005	19.314	19.598	 20732	170.271847	+64.726711
170.320042	+64.738514	wd	DA          	1118+650.1	J112116.81+644418.6	   27.8	123.1	19.151	18.780	19.002	19.220	19.307	 12622	170.320042	+64.738514
170.405696	+57.354884	wd	DA_auto     	          	J112137.36+572117.5	   19.6	186.9	19.507	19.286	19.613	19.868	20.199	 16970	170.405696	+57.354884
170.450390	+61.517527	wd	DA_auto     	          	J112148.09+613103.0	   12.6	 82.2	19.923	19.693	20.230	20.565	20.892	 19819	170.450390	+61.517527
170.463590	+65.866488	wd	DA          	1118+661  	J112151.26+655159.3	   19.3	178.0	18.615	18.888	19.380	19.766	19.944	 34473	170.463590	+65.866488
170.475587	+54.417616	wd	DB          	          	J112154.14+542503.4	    8.5	352.8	18.468	18.528	18.940	19.193	19.649	 19400	170.475587	+54.417616
170.490010	+61.671985	wd	DA_auto     	          	J112157.60+614019.1	       	     	20.359	20.190	20.291	20.338	20.690	 10959	170.490010	+61.671985
170.567695	+54.617371	wd	DC:         	          	J112216.24+543702.5	  119.7	269.5	19.179	18.829	18.793	18.867	18.969	 10084	170.567695	+54.617371
170.587938	+03.972897	wd	DA_auto     	          	J112221.10+035822.4	   79.0	109.6	18.550	18.152	18.146	18.306	18.533	 11072	170.587938	+03.972897
170.598905	+61.121723	wd	DA_auto     	          	J112223.73+610718.2	    2.8	 17.9	19.935	19.419	19.658	19.917	19.850	 15446	170.598905	+61.121723
170.619518	-00.149630	wd	DC          	          	J112228.68-000858.6	   34.2	217.7	19.634	19.511	19.601	19.810	20.059	 11028	170.619518	-00.149630
170.638175	+61.146744	wd	DA_auto     	          	J112233.16+610848.2	    5.9	160.8	20.017	19.700	20.092	20.298	20.426	 15755	170.638175	+61.146744
170.678566	+62.014017	wd	DA_auto     	          	J112242.85+620050.4	   37.5	147.6	18.877	18.521	18.767	18.948	19.224	 15565	170.678566	+62.014017
170.687657	+05.106107	wd	DA_auto     	          	J112245.03+050621.9	    6.3	 35.8	19.196	19.044	19.345	19.568	19.879	 19171	170.687657	+05.106107
170.688983	+50.565266	wd	DA          	          	J112245.35+503354.9	   34.6	278.7	19.624	19.029	19.042	18.920	18.963	  7511	170.688983	+50.565266
170.691068	+50.696292	wd	DA_auto     	          	J112245.85+504146.6	   19.7	268.2	19.953	19.532	19.617	19.756	20.442	 11170	170.691068	+50.696292
170.743095	+50.696334	wd	DZ_A:       	          	J112258.34+504146.8	   42.4	249.4	19.681	19.309	19.345	19.592	19.771	 10139	170.743095	+50.696334
170.748552	+45.802736	wd	DA_auto     	          	J112259.65+454809.8	    8.0	164.5	19.595	19.161	19.236	19.442	19.442	 10188	170.748552	+45.802736
170.769345	+07.062822	wd	DA_auto     	          	J112304.64+070346.1	   68.2	284.5	19.258	18.756	18.769	18.808	18.961	  9445	170.769345	+07.062822
170.780683	+00.537856	wd	DA+M        	1120+008  	J112307.36+003216.2	    5.0	200.0	19.691	19.435	19.470	18.847	18.262	  9775	170.780683	+00.537856
170.828095	-03.046901	wd	DA_auto     	          	J112318.74-030248.8	   80.7	252.9	17.463	17.135	17.409	17.607	17.866	 13888	170.828095	-03.046901
170.831805	+44.845989	wd	DA_auto     	          	J112319.63+445045.5	   40.9	192.9	18.741	18.273	18.297	18.352	18.571	  9370	170.831805	+44.845989
170.833074	+48.890854	wd	DA_auto     	          	J112319.93+485327.0	   26.2	150.7	17.115	17.260	17.737	18.126	18.453	 28718	170.833074	+48.890854
170.861256	-02.998718	wd	DA_auto     	          	J112326.70-025955.3	   15.8	328.6	20.454	20.495	20.827	21.014	21.354	 24585	170.861256	-02.998718
170.868725	+09.938721	wd	DA_auto     	          	J112328.49+095619.3	   49.4	271.1	18.154	17.737	17.733	17.876	18.003	 10608	170.868725	+09.938721
170.893319	+47.236702	wd	DA_auto     	          	J112334.39+471412.1	   35.3	271.3	19.157	18.836	19.122	19.385	19.604	 14694	170.893319	+47.236702
170.940732	+42.120547	wd	DA_auto     	          	J112345.77+420713.9	   63.9	204.9	18.993	18.776	19.098	19.346	19.565	 16772	170.940732	+42.120547
170.943349	+56.590664	wd	DA_auto     	          	J112346.40+563526.3	    7.3	130.2	19.891	19.529	19.634	19.913	20.461	 11455	170.943349	+56.590664
170.974690	+59.790500	wd	DC          	          	J112353.92+594725.8	   39.4	328.5	18.436	18.420	18.535	18.726	18.915	 11150	170.974690	+59.790500
170.982749	+56.613045	wd	DB          	          	J112355.85+563646.9	   13.9	127.8	19.373	19.431	19.715	20.034	20.194	 19474	170.982749	+56.613045
170.990512	-01.174307	wd	DA+M        	1121-008  	J112357.72-011027.5	   20.8	145.7	17.990	17.975	18.248	18.044	17.574	  9399	170.990512	-01.174307
171.022115	+47.589784	wd	DA_auto     	          	J112405.30+473523.2	   11.4	315.7	19.831	19.275	19.408	19.622	19.828	 10696	171.022115	+47.589784
171.130839	+50.558838	wd	DA          	1121+508  	J112431.40+503331.8	  105.2	294.8	15.648	15.292	15.555	15.785	16.055	 14165	171.130839	+50.558838
171.138675	+59.179628	wd	DA_auto     	          	J112433.28+591046.6	    8.4	159.5	18.608	18.345	18.603	18.861	19.121	 15076	171.138675	+59.179628
171.148310	+59.841407	wd	DA_auto     	          	J112435.59+595029.0	    8.8	142.0	19.603	19.549	19.850	20.177	20.380	 17968	171.148310	+59.841407
171.189158	+65.293016	wd	DA          	1121+655  	J112445.39+651734.8	   13.4	189.5	19.676	19.803	20.220	20.610	20.591	 25767	171.189158	+65.293016
171.201541	+02.686588	wd	DA          	1122+029  	J112448.36+024111.7	  107.3	222.7	19.331	18.731	18.523	18.458	18.463	  7352	171.201541	+02.686588
171.277060	+45.470569	wd	DB_A:       	          	J112506.49+452814.0	   30.1	156.4	18.099	18.186	18.598	18.693	18.969	 15939	171.277060	+45.470569
171.327223	-02.091790	wd	DA_auto     	          	J112518.53-020530.4	       	     	20.376	20.051	20.374	20.569	21.141	 15031	171.327223	-02.091790
171.328511	+54.326657	wd	DA_auto     	1122+546  	J112518.84+541935.9	  174.8	231.0	15.616	15.309	15.577	15.842	16.087	 14660	171.328511	+54.326657
171.331610	-03.059794	wd	DA_auto     	          	J112519.58-030335.2	   25.1	160.4	20.054	19.645	19.771	19.981	20.169	 11525	171.331610	-03.059794
